prescription_id	component_id	bio_resource_id	barcode
TCMF5415	TCMH2343	NPO4802	ITSAO4295-14
TCMF5415	TCMH2086	NPO21707	ITSAO4359-14
TCMF5415	TCMH2706	NPO11776	
TCMF5415	TCMH1997	NPO17393	GBMA0080-06
TCMFx5416	TCMH865	NPO18311	ITSAI2447-14
TCMFx5416	TCMH2265	NPO22796	GENG1049-15
TCMFx5416	TCMH693	NPO29752	
TCMFx5416	TCMH2267	NPO12796	ITSAJ4400-14, GBVP4570-15
TCMFx5416	TCMH1376	NPO12235	ITSAJ4261-14
TCMFx5416	TCMH1889	NPO24671	KX302823
TCMFx5416	TCMH906	NPO23218	LT599683
TCMFx5416	TCMH1036	NPO25653	ITSAK2607-14
TCMF5417	TCMH451	NPO8101	ITSAH4578-14
TCMF5417	TCMH1966	NPO8101	ITSAH4578-14
TCMF5417	TCMH2334	NPO17206	ITSAC1509-14
TCMF5417	TCMH623	NPO29861	ITSAH2410-14
TCMF5417	TCMH517	NPO22273	ITSAF170-14
TCMF5417	TCMH700	NPO24093	GBVM3977-11
TCMF5417	TCMH761	NPO31458	GQ255631
TCMF5417	TCMH2507	NPO31054	AY362429
TCMF5417	TCMH562	NPO16755	ITSAE3225-14
TCMF5417	TCMH2166	NPO6583	
TCMF5417	TCMH2567	NPO6975	
TCMF5417	TCMH104	NPO30226	ITSAH2416-14
TCMF5417	TCMH104	NPO9798	ITSAH2416-14
TCMF5417	TCMH693	NPO29752	
TCMF5417	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF5417	TCMH1889	NPO24671	KX302823
TCMF5417	TCMH865	NPO18311	ITSAI2447-14
TCMF5418	TCMH606	NPO23577	GBPOL314-13
TCMF5418	TCMH606	NPO30645	GBPOL314-13
TCMF5418	TCMH421	NPO15462	ITSAF173-14
TCMF5418	TCMH104	NPO30226	ITSAH2416-14
TCMF5418	TCMH104	NPO9798	ITSAH2416-14
TCMF5418	TCMH1080	NPO29808	ITSAJ4293-14
TCMF5418	TCMH211	NPO16087	ITSAN4439-14
TCMF5418	TCMH211	NPO57292	ITSAN4439-14
TCMF5418	TCMH118	NPO24758	ITSAK3312-14
TCMF5418	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5418	TCMH890	NPO15826	ITSAM1591-14
TCMF5418	TCMH243	NPO19584	
TCMF5418	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF5418	TCMH2618	NPO7317	ITSAA1279-14
TCMF5418	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF5418	TCMH1398	NPO18176	ITSAM882-14
TCMF5418	TCMH552	NPO2172	
TCMF5418	TCMH761	NPO31458	GQ255631
TCMF5418	TCMH628	NPO7154	ITSAM892-14
TCMF5418	TCMH305	NPO22033	ITSAP4207-14
TCMF5418	TCMH1059	NPO7635	ITSAJ4675-14
TCMFx5420	TCMH189	NPO17946	
TCMFx5420	TCMH189	NPO30195	
TCMFx5420	TCMH191	NPO31056	HM595443
TCMFx5420	TCMH2585	NPO6701	SDH069-14
TCMFx5420	TCMH27	NPO3730	
TCMFx5420	TCMH493	NPO18902	
TCMFx5421	TCMH1880	NPO2646	GBMA2112-09
TCMFx5421	TCMH2605	NPO28283	
TCMFx5421	TCMH183	NPO17191	GBVK4926-11
TCMFx5421	TCMH1398	NPO18176	ITSAM882-14
TCMFx5421	TCMH1678	NPO5812	
TCMFx5421	TCMH1734	NPO1797	
TCMFx5421	TCMH2693	NPO19752	
TCMFx5421	TCMH438	NPO1150	ITSAD4376-14
TCMFx5422	TCMH877	NPO15392	GBVE1679-11
TCMFx5422	TCMH421	NPO15462	ITSAF173-14
TCMF5423	TCMH1880	NPO2646	GBMA2112-09
TCMF5423	TCMH183	NPO17191	GBVK4926-11
TCMF5423	TCMH1997	NPO17393	GBMA0080-06
TCMF5423	TCMH1753	NPO15315	
TCMF5423	TCMH25	NPO11291	CRCZ1380-16, CRCZ1353-16
TCMF5423	TCMH120	NPO20902	ITSAN4430-14
TCMF5423	TCMH2265	NPO22796	GENG1049-15
TCMF5423	TCMH1533	NPO25825	
TCMF5423	TCMH1533	NPO30603	
TCMF5423	TCMH249	NPO29756	KU879012
TCMF5423	TCMH486	NPO3987	GBVI185-11
TCMF5423	TCMH2040	NPO10256	GBVL2408-11, GBVL2411-11
TCMF5424	TCMH2129	NPO25972	GBMIN33972-13
TCMF5424	TCMH865	NPO18311	ITSAI2447-14
TCMF5424	TCMH2073	NPO14992	ITSAN1047-14
TCMF5424	TCMH2073	NPO56307	ITSAN1047-14
TCMF5424	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5424	TCMH700	NPO24093	GBVM3977-11
TCMF5424	TCMH2334	NPO17206	ITSAC1509-14
TCMF5424	TCMH1966	NPO8101	ITSAH4578-14
TCMF5424	TCMH118	NPO24758	ITSAK3312-14
TCMF5424	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5424	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF5424	TCMH2641	NPO52183	ITSAJ4473-14
TCMF5424	TCMH2641	NPO9518	ITSAJ4473-14
TCMF5424	TCMH258	NPO19352.1	GBVX7902-15
TCMF5424	TCMH258	NPO19352	GBVX7902-15
TCMF5424	TCMH258	NPO50741	GBVX7902-15
TCMF5424	TCMH761	NPO31458	GQ255631
TCMF5424	TCMH1768	NPO21891	ITSAO2360-14
TCMF5424	TCMH1753	NPO15315	
TCMF5424	TCMH2044	NPO29935	ITSAJ4578-14
TCMF5424	TCMH363	NPO20881	ITSAJ4685-14
TCMF5424	TCMH547	NPO30170	
TCMF5424	TCMH1405	NPO28245	PPBI045-16
TCMF5424	TCMH421	NPO15462	ITSAF173-14
TCMF5424	TCMH183	NPO17191	GBVK4926-11
TCMF5425	TCMH2343	NPO4802	ITSAO4295-14
TCMF5425	TCMH421	NPO15462	ITSAF173-14
TCMF5425	TCMH1518	NPO26327	GBVJ2053-11, GBVJ2052-11
TCMF5425	TCMH1896	NPO18120	
TCMF5425	TCMH2044	NPO29935	ITSAJ4578-14
TCMF5425	TCMH258	NPO19352.1	GBVX7902-15
TCMF5425	TCMH258	NPO19352	GBVX7902-15
TCMF5425	TCMH258	NPO50741	GBVX7902-15
TCMF5425	TCMH118	NPO24758	ITSAK3312-14
TCMF5425	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5425	TCMH1665	NPO30526	JF755946
TCMF5425	TCMH363	NPO20881	ITSAJ4685-14
TCMF5425	TCMH890	NPO15826	ITSAM1591-14
TCMF5425	TCMH158	NPO26237	ITSAJ4247-14
TCMF5425	TCMH672	NPO23911	ITSAK2176-14
TCMF5425	TCMH1742	NPO31458	GQ255631
TCMF5425	TCMH517	NPO22273	ITSAF170-14
TCMF5425	TCMH1344	NPO25192	
TCMF5425	TCMH4	NPO3083	KP701407
TCMF5425	TCMH486	NPO3987	GBVI185-11
TCMF5425	TCMH1753	NPO15315	
TCMF5425	TCMH1508	NPO7730	MH522406
TCMF5425	TCMH183	NPO17191	GBVK4926-11
TCMF5425	TCMH2585	NPO6701	SDH069-14
TCMF5426	TCMH2090	NPO22309	
TCMF5426	TCMH1665	NPO30526	JF755946
TCMF5426	TCMH517	NPO22273	ITSAF170-14
TCMF5426	TCMH524	NPO16850	ITSAM1588-14
TCMF5426	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5426	TCMH170	NPO31560	GBVU109-13, GBVT4961-13
TCMF5426	TCMH623	NPO29861	ITSAH2410-14
TCMF5426	TCMH421	NPO15462	ITSAF173-14
TCMF5426	TCMH451	NPO8101	ITSAH4578-14
TCMF5426	TCMH2343	NPO4802	ITSAO4295-14
TCMF5427	TCMH1706	NPO23323	ITSAJ4556-14
TCMF5427	TCMH177	NPO3057	ITSAG3700-14
TCMF5427	TCMH718	NPO18443	GBVE2055-11
TCMF5427	TCMH241	NPO3477	ITSAB3641-14
TCMF5427	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF5427	TCMH2641	NPO52183	ITSAJ4473-14
TCMF5427	TCMH2641	NPO9518	ITSAJ4473-14
TCMF5427	TCMH363	NPO20881	ITSAJ4685-14
TCMF5427	TCMH628	NPO7154	ITSAM892-14
TCMFx5428	TCMH327	NPO11872	KR080437
TCMFx5428	TCMH421	NPO15462	ITSAF173-14
TCMFx5428	TCMH981	NPO24846	ITSAK2981-14
TCMFx5429	TCMH211	NPO16087	ITSAN4439-14
TCMFx5429	TCMH211	NPO57292	ITSAN4439-14
TCMFx5429	TCMH1398	NPO18176	ITSAM882-14
TCMFx5429	TCMH2090	NPO22309	
TCMFx5429	TCMH1880	NPO2646	GBMA2112-09
TCMFx5429	TCMH2239	NPO6336.1	ITSAI1576-14
TCMFx5429	TCMH2239	NPO6336	ITSAI1576-14
TCMFx5429	TCMH2693	NPO19752	
TCMFx5429	TCMH363	NPO20881	ITSAJ4685-14
TCMFx5429	TCMH486	NPO3987	GBVI185-11
TCMFx5430	TCMH1721	NPO29141	GBVE1679-11
TCMFx5430	TCMH1721	NPO41246	GBVE1679-11
TCMFx5430	TCMH1721	NPO41733	GBVE1679-11
TCMFx5430	TCMH451	NPO8101	ITSAH4578-14
TCMFx5430	TCMH1966	NPO8101	ITSAH4578-14
TCMFx5430	TCMH1862	NPO12588	ITSAO2979-14
TCMFx5430	TCMH1845	NPO30479	
TCMFx5430	TCMH2581	NPO30648	KC573871
TCMFx5430	TCMH1513	NPO29741	
TCMFx5430	TCMH606	NPO23577	GBPOL314-13
TCMFx5430	TCMH606	NPO30645	GBPOL314-13
TCMFx5430	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx5430	TCMH2084	NPO11694	ITSAJ4142-14
TCMFx5431	TCMH363	NPO20881	ITSAJ4685-14
TCMFx5431	TCMH972	NPO5649.1	ITSAO4469-14
TCMFx5431	TCMH972	NPO5649	ITSAO4469-14
TCMFx5431	TCMH273	NPO1279	ITSAP3764-14
TCMFx5431	TCMH2094	NPO24613	GBVY604-14
TCMFx5432	TCMH693	NPO29752	
TCMFx5432	TCMH1133	NPO7372	ITSAJ4477-14
TCMFx5432	TCMH1036	NPO25653	ITSAK2607-14
TCMFx5432	TCMH1657	NPO9721	
TCMFx5432	TCMH842	NPO912	
TCMFx5432	TCMH1597	NPO18340	ITSAM2109-14
TCMFx5432	TCMH1791	NPO3186	
TCMFx5432	TCMH2149	NPO28669	ITSAP4209-14
TCMFx5432	TCMH2376	NPO827	
TCMFx5432	TCMH1278	NPO2517	
TCMFx5432	TCMH1753	NPO15315	
TCMFx5432	TCMH1508	NPO7730	MH522406
TCMFx5433	TCMH869	NPO19042	ITSAN887-14
TCMFx5433	TCMH385	NPO10994	ITSAG360-14
TCMFx5433	TCMH1875	NPO31111	
TCMFx5433	TCMH1302	NPO13559	ITSAJ4294-14
TCMFx5433	TCMH2715	NPO3803	ITSAN2561-14
TCMFx5433	TCMH1376	NPO12235	ITSAJ4261-14
TCMFx5433	TCMH296	NPO16160	
TCMFx5433	TCMH222	NPO4902	ITSAH2410-14
TCMFx5433	TCMH445	NPO21963	ITSAJ3835-14
TCMFx5433	TCMH2490	NPO21831.1	
TCMFx5433	TCMH122	NPO14650	ITSAL4535-14
TCMFx5433	TCMH1546	NPO16953	GBVY2026-14, GBVP7055-15
TCMFx5433	TCMH1586	NPO58099	GBVX6476-15, GBVX6482-15
TCMFx5433	TCMH1260	NPO15848.2	ITSAB1115-14
TCMFx5433	TCMH1260	NPO15848	ITSAB1115-14
TCMFx5433	TCMH1260	NPO15848.1	ITSAB1115-14
TCMFx5433	TCMH1845	NPO30479	
TCMF5434	TCMH2090	NPO22309	
TCMF5434	TCMH421	NPO15462	ITSAF173-14
TCMF5434	TCMH623	NPO29861	ITSAH2410-14
TCMF5434	TCMH524	NPO16850	ITSAM1588-14
TCMF5434	TCMH517	NPO22273	ITSAF170-14
TCMF5434	TCMH606	NPO23577	GBPOL314-13
TCMF5434	TCMH606	NPO30645	GBPOL314-13
TCMF5434	TCMH289	NPO2775	ITSAF2788-14
TCMF5434	TCMH451	NPO8101	ITSAH4578-14
TCMF5434	TCMH1742	NPO31458	GQ255631
TCMF5434	TCMH1665	NPO30526	JF755946
TCMF5434	TCMH2343	NPO4802	ITSAO4295-14
TCMF5435	TCMH2554	NPO27260	MF096619
TCMF5435	TCMH916	NPO13515	
TCMF5435	TCMH1525	NPO30109	BCMOL364-12
TCMF5435	TCMH1525	NPO9869	BCMOL364-12
TCMF5435	TCMH2202	NPO8187	ITSAM2867-14
TCMF5435	TCMH305	NPO22033	ITSAP4207-14
TCMF5435	TCMH1181	NPO30745	KX675020
TCMF5435	TCMH421	NPO15462	ITSAF173-14
TCMF5435	TCMH1321	NPO13037	
TCMF5435	TCMH451	NPO8101	ITSAH4578-14
TCMF5435	TCMH407	NPO5743	ITSAH2408-14
TCMF5435	TCMH1423	NPO9261	ITSAJ4140-14
TCMF5435	TCMH628	NPO7154	ITSAM892-14
TCMF5435	TCMH2551	NPO23518	ITSAM921-14
TCMF5435	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF5435	TCMH2641	NPO52183	ITSAJ4473-14
TCMF5435	TCMH2641	NPO9518	ITSAJ4473-14
TCMF5435	TCMH986	NPO28877	ITSAP4211-14
TCMF5435	TCMH1963	NPO9148	
TCMF5435	TCMH2078	NPO3615	GBVP7225-15, GBVP6411-15
TCMF5436	TCMH1880	NPO2646	GBMA2112-09
TCMF5436	TCMH628	NPO7154	ITSAM892-14
TCMF5436	TCMH2090	NPO22309	
TCMF5436	TCMH363	NPO20881	ITSAJ4685-14
TCMF5436	TCMH211	NPO16087	ITSAN4439-14
TCMF5436	TCMH211	NPO57292	ITSAN4439-14
TCMF5436	TCMH1398	NPO18176	ITSAM882-14
TCMF5436	TCMH486	NPO3987	GBVI185-11
TCMF5437	TCMH1768	NPO21891	ITSAO2360-14
TCMF5437	TCMH305	NPO22033	ITSAP4207-14
TCMF5437	TCMH118	NPO24758	ITSAK3312-14
TCMF5437	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5437	TCMH421	NPO15462	ITSAF173-14
TCMF5437	TCMH2129	NPO25972	GBMIN33972-13
TCMF5437	TCMH865	NPO18311	ITSAI2447-14
TCMF5437	TCMH2376	NPO827	
TCMFx5438	TCMH327	NPO11872	KR080437
TCMFx5438	TCMH625	NPO31567	
TCMFx5438	TCMH1740	NPO10680	ITSAM2511-14
TCMFx5438	TCMH1721	NPO29141	GBVE1679-11
TCMFx5438	TCMH1721	NPO41246	GBVE1679-11
TCMFx5438	TCMH1721	NPO41733	GBVE1679-11
TCMF5439	TCMH2090	NPO22309	
TCMF5439	TCMH118	NPO24758	ITSAK3312-14
TCMF5439	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5439	TCMH819	NPO31520	ITSAL419-14
TCMF5439	TCMH1966	NPO8101	ITSAH4578-14
TCMF5439	TCMH407	NPO5743	ITSAH2408-14
TCMF5439	TCMH305	NPO22033	ITSAP4207-14
TCMF5439	TCMH421	NPO15462	ITSAF173-14
TCMF5439	TCMH1024	NPO7395	ITSAJ4258-14
TCMF5439	TCMH1797	NPO28265.1	ITSAL1073-14
TCMF5439	TCMH1797	NPO10590.1	ITSAL1073-14
TCMF5439	TCMH1797	NPO28265	ITSAL1073-14
TCMF5439	TCMH1797	NPO51539	ITSAL1073-14
TCMF5439	TCMH1503	NPO20295	ITSAP4516-14
TCMF5439	TCMH1597	NPO18340	ITSAM2109-14
TCMF5439	TCMH104	NPO30226	ITSAH2416-14
TCMF5439	TCMH104	NPO9798	ITSAH2416-14
TCMF5439	TCMH967	NPO9935	ITSAH4762-14
TCMF5439	TCMH628	NPO7154	ITSAM892-14
TCMF5440	TCMH1405	NPO28245	PPBI045-16
TCMF5440	TCMH1398	NPO18176	ITSAM882-14
TCMF5440	TCMH517	NPO22273	ITSAF170-14
TCMF5440	TCMH1665	NPO30526	JF755946
TCMF5440	TCMH761	NPO31458	GQ255631
TCMF5440	TCMH628	NPO7154	ITSAM892-14
TCMF5440	TCMH1661	NPO78	
TCMF5440	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5440	TCMH1753	NPO15315	
TCMF5440	TCMH1518	NPO26327	GBVJ2053-11, GBVJ2052-11
TCMF5440	TCMH1508	NPO7730	MH522406
TCMF5440	TCMH562	NPO16755	ITSAE3225-14
TCMF5440	TCMH524	NPO16850	ITSAM1588-14
TCMF5440	TCMH447	NPO11871	AF163728
TCMF5440	TCMH2334	NPO17206	ITSAC1509-14
TCMFx5441	TCMH606	NPO23577	GBPOL314-13
TCMFx5441	TCMH606	NPO30645	GBPOL314-13
TCMFx5441	TCMH2671	NPO17579	NOBAS3307-16
TCMFx5441	TCMH2671	NPO58312	NOBAS3307-16
TCMF5442	TCMH426	NPO16741.2	ITSAL4530-14
TCMF5442	TCMH426	NPO14959.1	ITSAL4530-14
TCMF5442	TCMH426	NPO16741	ITSAL4530-14
TCMF5442	TCMH426	NPO16741.1	ITSAL4530-14
TCMF5442	TCMH981	NPO24846	ITSAK2981-14
TCMF5442	TCMH120	NPO20902	ITSAN4430-14
TCMF5442	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF5442	TCMH1186	NPO17823	ITSAO4545-14
TCMF5442	TCMH628	NPO7154	ITSAM892-14
TCMF5442	TCMH104	NPO30226	ITSAH2416-14
TCMF5442	TCMH104	NPO9798	ITSAH2416-14
TCMF5443	TCMH1721	NPO29141	GBVE1679-11
TCMF5443	TCMH1721	NPO41246	GBVE1679-11
TCMF5443	TCMH1721	NPO41733	GBVE1679-11
TCMF5443	TCMH981	NPO24846	ITSAK2981-14
TCMF5443	TCMH421	NPO15462	ITSAF173-14
TCMF5443	TCMH1349	NPO19783	ABMC060-05
TCMF5443	TCMH1181	NPO30745	KX675020
TCMF5443	TCMH188	NPO31056	HM595443
TCMF5443	TCMH228	NPO29401	ITSAM2218-14
TCMF5443	TCMH1199	NPO31136	GENG109-13
TCMF5443	TCMH407	NPO5743	ITSAH2408-14
TCMF5443	TCMH2554	NPO27260	MF096619
TCMF5443	TCMH2202	NPO8187	ITSAM2867-14
TCMF5443	TCMH2573	NPO5986.2	ITSAM943-14
TCMF5443	TCMH1276	NPO3478	ITSAI3109-14
TCMF5443	TCMH1423	NPO9261	ITSAJ4140-14
TCMF5443	TCMH62	NPO1475.2	ITSAO2415-14
TCMF5443	TCMH62	NPO1475	ITSAO2415-14
TCMF5443	TCMH62	NPO1475.1	ITSAO2415-14
TCMF5443	TCMH986	NPO28877	ITSAP4211-14
TCMF5443	TCMH1080	NPO29808	ITSAJ4293-14
TCMF5443	TCMH243	NPO19584	
TCMF5443	TCMH606	NPO23577	GBPOL314-13
TCMF5443	TCMH606	NPO30645	GBPOL314-13
TCMF5443	TCMH628	NPO7154	ITSAM892-14
TCMF5443	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMF5443	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF5443	TCMH2618	NPO7317	ITSAA1279-14
TCMF5443	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF5443	TCMH1059	NPO7635	ITSAJ4675-14
TCMF5443	TCMH183	NPO17191	GBVK4926-11
TCMF5443	TCMH363	NPO20881	ITSAJ4685-14
TCMF5443	TCMH1531	NPO19649	ITSAJ4440-14
TCMF5443	TCMH949	NPO24476.1	ITSAM1586-14
TCMF5443	TCMH949	NPO24476	ITSAM1586-14
TCMF5443	TCMH121	NPO28430	
TCMF5443	TCMH1275	NPO3478	ITSAI3109-14
TCMF5443	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF5443	TCMH1920	NPO8666	ITSAI4409-14
TCMF5443	TCMH305	NPO22033	ITSAP4207-14
TCMF5443	TCMH258	NPO19352.1	GBVX7902-15
TCMF5443	TCMH258	NPO19352	GBVX7902-15
TCMF5443	TCMH258	NPO50741	GBVX7902-15
TCMF5443	TCMH2073	NPO14992	ITSAN1047-14
TCMF5443	TCMH2073	NPO56307	ITSAN1047-14
TCMF5443	TCMH865	NPO18311	ITSAI2447-14
TCMF5443	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF5443	TCMH1848	NPO12011	ITSAH1684-14
TCMF5443	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5443	TCMH118	NPO24758	ITSAK3312-14
TCMF5443	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5443	TCMH670	NPO18951	ITSAP3226-14
TCMF5443	TCMH1432	NPO21373	ITSAO4721-14
TCMF5443	TCMH677	NPO30303	ITSAJ4206-14
TCMF5443	TCMH562	NPO16755	ITSAE3225-14
TCMF5443	TCMH1665	NPO30526	JF755946
TCMF5443	TCMH695	NPO14112	ITSAM939-14
TCMF5443	TCMH451	NPO8101	ITSAH4578-14
TCMF5444	TCMH1721	NPO29141	GBVE1679-11
TCMF5444	TCMH1721	NPO41246	GBVE1679-11
TCMF5444	TCMH1721	NPO41733	GBVE1679-11
TCMF5444	TCMH120	NPO20902	ITSAN4430-14
TCMF5444	TCMH606	NPO23577	GBPOL314-13
TCMF5444	TCMH606	NPO30645	GBPOL314-13
TCMF5444	TCMH628	NPO7154	ITSAM892-14
TCMF5444	TCMH981	NPO24846	ITSAK2981-14
TCMF5444	TCMH421	NPO15462	ITSAF173-14
TCMF5444	TCMH1533	NPO25825	
TCMF5444	TCMH1533	NPO30603	
TCMF5444	TCMH2554	NPO27260	MF096619
TCMF5444	TCMH1329	NPO25778	
TCMF5444	TCMH2052	NPO5986.2	ITSAM943-14
TCMF5445	TCMH1866	NPO15544	ITSAL2575-14
TCMF5445	TCMH305	NPO22033	ITSAP4207-14
TCMF5445	TCMH2149	NPO28669	ITSAP4209-14
TCMF5445	TCMH193	NPO30150	
TCMF5445	TCMH606	NPO23577	GBPOL314-13
TCMF5445	TCMH606	NPO30645	GBPOL314-13
TCMF5445	TCMH877	NPO15392	GBVE1679-11
TCMF5445	TCMH2295	NPO7977	
TCMF5445	TCMH2202	NPO8187	ITSAM2867-14
TCMF5445	TCMH1133	NPO7372	ITSAJ4477-14
TCMF5445	TCMH120	NPO20902	ITSAN4430-14
TCMF5445	TCMH421	NPO15462	ITSAF173-14
TCMF5445	TCMH611	NPO19774	ITSAE336-14
TCMF5445	TCMH819	NPO31520	ITSAL419-14
TCMF5445	TCMH241	NPO3477	ITSAB3641-14
TCMF5445	TCMH1966	NPO8101	ITSAH4578-14
TCMF5445	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF5445	TCMH1186	NPO17823	ITSAO4545-14
TCMF5445	TCMH1845	NPO30479	
TCMF5445	TCMH2507	NPO31054	AY362429
TCMF5445	TCMH981	NPO24846	ITSAK2981-14
TCMF5445	TCMH1740	NPO10680	ITSAM2511-14
TCMF5445	TCMH628	NPO7154	ITSAM892-14
TCMF5446	TCMH222	NPO4902	ITSAH2410-14
TCMF5446	TCMH447	NPO11871	AF163728
TCMF5446	TCMH2124	NPO22578	
TCMF5446	TCMH865	NPO18311	ITSAI2447-14
TCMF5446	TCMH1753	NPO15315	
TCMF5446	TCMH700	NPO24093	GBVM3977-11
TCMF5446	TCMH1032	NPO11196	ITSAD363-14
TCMF5446	TCMH924	NPO5315	ITSAJ4650-14
TCMF5446	TCMH517	NPO22273	ITSAF170-14
TCMFx5447	TCMH331	NPO11872	KR080441
TCMFx5447	TCMH583	NPO2746	AGIRI284-17
TCMF5448	TCMH2090	NPO22309	
TCMF5448	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5448	TCMH2343	NPO4802	ITSAO4295-14
TCMF5448	TCMH451	NPO8101	ITSAH4578-14
TCMF5448	TCMH421	NPO15462	ITSAF173-14
TCMF5448	TCMH524	NPO16850	ITSAM1588-14
TCMF5448	TCMH305	NPO22033	ITSAP4207-14
TCMF5448	TCMH906	NPO23218	LT599683
TCMF5448	TCMH2452	NPO22258	ITSAB1463-14
TCMF5448	TCMH695	NPO14112	ITSAM939-14
TCMFx5449	TCMH327	NPO11872	KR080437
TCMFx5449	TCMH981	NPO24846	ITSAK2981-14
TCMFx5449	TCMH243	NPO19584	
TCMFx5449	TCMH1966	NPO8101	ITSAH4578-14
TCMFx5449	TCMH1597	NPO18340	ITSAM2109-14
TCMFx5449	TCMH623	NPO29861	ITSAH2410-14
TCMFx5449	TCMH2507	NPO31054	AY362429
TCMFx5450	TCMH986	NPO28877	ITSAP4211-14
TCMFx5450	TCMH2244	NPO17494	ITSAH2424-14
TCMFx5450	TCMH938	NPO20846	ITSAN2377-14
TCMFx5450	TCMH1588	NPO15077	ITSAJ4612-14
TCMFx5450	TCMH421	NPO15462	ITSAF173-14
TCMFx5450	TCMH451	NPO8101	ITSAH4578-14
TCMFx5450	TCMH407	NPO5743	ITSAH2408-14
TCMFx5450	TCMH2013	NPO7494	GBAN0017-06
TCMFx5450	TCMH695	NPO14112	ITSAM939-14
TCMFx5450	TCMH1199	NPO31136	GENG109-13
TCMFx5450	TCMH456	NPO23298	
TCMF5451	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF5451	TCMH1848	NPO12011	ITSAH1684-14
TCMF5451	TCMH1181	NPO30745	KX675020
TCMF5451	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF5451	TCMH1186	NPO17823	ITSAO4545-14
TCMFx5452	TCMH1721	NPO29141	GBVE1679-11
TCMFx5452	TCMH1721	NPO41246	GBVE1679-11
TCMFx5452	TCMH1721	NPO41733	GBVE1679-11
TCMFx5452	TCMH120	NPO20902	ITSAN4430-14
TCMFx5452	TCMH628	NPO7154	ITSAM892-14
TCMFx5452	TCMH1845	NPO30479	
TCMFx5452	TCMH1275	NPO3478	ITSAI3109-14
TCMFx5452	TCMH45	NPO26164	ITSAM881-14
TCMFx5452	TCMH1533	NPO25825	
TCMFx5452	TCMH1533	NPO30603	
TCMFx5452	TCMH214	NPO10494	KY454001
TCMFx5452	TCMH243	NPO19584	
TCMFx5452	TCMH1695	NPO27662	
TCMFx5452	TCMH1307	NPO11035	
TCMFx5452	TCMH1848	NPO12011.1	ITSAH1684-14
TCMFx5452	TCMH1848	NPO12011	ITSAH1684-14
TCMFx5452	TCMH1663	NPO21510	
TCMFx5452	TCMH2486	NPO12126.1	
TCMFx5452	TCMH421	NPO15462	ITSAF173-14
TCMFx5452	TCMH2618	NPO7317.2	ITSAA1279-14
TCMFx5452	TCMH2618	NPO7317	ITSAA1279-14
TCMFx5452	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF5453	TCMH1866	NPO15544	ITSAL2575-14
TCMF5453	TCMH305	NPO22033	ITSAP4207-14
TCMF5453	TCMH2149	NPO28669	ITSAP4209-14
TCMF5453	TCMH193	NPO30150	
TCMF5453	TCMH606	NPO23577	GBPOL314-13
TCMF5453	TCMH606	NPO30645	GBPOL314-13
TCMF5453	TCMH877	NPO15392	GBVE1679-11
TCMF5453	TCMH2295	NPO7977	
TCMF5453	TCMH2202	NPO8187	ITSAM2867-14
TCMF5453	TCMH1133	NPO7372	ITSAJ4477-14
TCMF5453	TCMH120	NPO20902	ITSAN4430-14
TCMF5453	TCMH421	NPO15462	ITSAF173-14
TCMF5453	TCMH611	NPO19774	ITSAE336-14
TCMF5453	TCMH819	NPO31520	ITSAL419-14
TCMF5453	TCMH241	NPO3477	ITSAB3641-14
TCMF5453	TCMH1966	NPO8101	ITSAH4578-14
TCMF5453	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF5453	TCMH1186	NPO17823	ITSAO4545-14
TCMF5453	TCMH1845	NPO30479	
TCMF5453	TCMH2507	NPO31054	AY362429
TCMF5453	TCMH981	NPO24846	ITSAK2981-14
TCMF5453	TCMH1740	NPO10680	ITSAM2511-14
TCMF5453	TCMH628	NPO7154	ITSAM892-14
TCMFx5454	TCMH1398	NPO18176	ITSAM882-14
TCMFx5454	TCMH189	NPO17946	
TCMFx5454	TCMH189	NPO30195	
